Expert 1,Expert 2,Expert 3,Expert 4,color_cam_path,side_cam_path,Rfid,Pos,average_expert,expert_binary,plant_width_side_view,plant_height_side_view,plant_area_side_view,plant_width_top_view,plant_height_top_view,plant_area_top_view
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00864 Plant 0096 Plant 0096/18-02-2019 -- 14.49.59,679_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00864 Plant 0096 Plant 0096/18-02-2019 -- 14.49.59,679_Cam_03.png",B3,Plant 0096,1.0,1,422,462,55089,358,508,35231
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00865 Plant 0097 Plant 0097/18-02-2019 -- 14.50.06,247_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00865 Plant 0097 Plant 0097/18-02-2019 -- 14.50.06,247_Cam_03.png",B3,Plant 0097,1.0,1,464,577,68707,577,638,68089
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00866 Plant 0098 Plant 0098/18-02-2019 -- 14.50.11,715_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00866 Plant 0098 Plant 0098/18-02-2019 -- 14.50.11,715_Cam_03.png",B3,Plant 0098,1.0,1,409,477,51042,643,470,25598
1,1,2,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00867 Plant 0099 Plant 0099/18-02-2019 -- 14.50.17,624_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00867 Plant 0099 Plant 0099/18-02-2019 -- 14.50.17,624_Cam_03.png",B3,Plant 0099,1.5,1,439,451,25142,472,612,66129
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00868 Plant 0100 Plant 0100/18-02-2019 -- 14.50.24,829_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00868 Plant 0100 Plant 0100/18-02-2019 -- 14.50.24,829_Cam_03.png",B3,Plant 0100,1.0,1,641,495,46808,449,757,70152
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00869 Plant 0101 Plant 0101/18-02-2019 -- 14.50.31,419_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00869 Plant 0101 Plant 0101/18-02-2019 -- 14.50.31,419_Cam_03.png",B3,Plant 0101,1.0,1,391,480,44526,514,458,45536
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00870 Plant 0102 Plant 0102/18-02-2019 -- 14.50.37,557_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00870 Plant 0102 Plant 0102/18-02-2019 -- 14.50.37,557_Cam_03.png",B3,Plant 0102,1.0,1,460,537,59665,527,542,49899
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00871 Plant 0103 Plant 0103/18-02-2019 -- 14.50.43,928_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00871 Plant 0103 Plant 0103/18-02-2019 -- 14.50.43,928_Cam_03.png",B3,Plant 0103,1.0,1,555,592,43865,573,840,90180
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00872 Plant 0104 Plant 0104/18-02-2019 -- 14.50.49,693_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00872 Plant 0104 Plant 0104/18-02-2019 -- 14.50.49,693_Cam_03.png",B3,Plant 0104,1.0,1,342,441,40070,527,409,17283
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00873 Plant 0105 Plant 0105/18-02-2019 -- 14.50.55,942_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00873 Plant 0105 Plant 0105/18-02-2019 -- 14.50.55,942_Cam_03.png",B3,Plant 0105,1.0,1,462,599,50534,655,449,32604
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00874 Plant 0106 Plant 0106/18-02-2019 -- 14.51.39,435_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00874 Plant 0106 Plant 0106/18-02-2019 -- 14.51.39,435_Cam_03.png",B3,Plant 0106,3.0,0,137,248,11593,234,319,11649
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00875 Plant 0107 Plant 0107/18-02-2019 -- 14.51.45,249_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00875 Plant 0107 Plant 0107/18-02-2019 -- 14.51.45,249_Cam_03.png",B3,Plant 0107,1.0,1,664,515,56592,468,740,72006
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00876 Plant 0108 Plant 0108/18-02-2019 -- 14.51.52,360_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00876 Plant 0108 Plant 0108/18-02-2019 -- 14.51.52,360_Cam_03.png",B3,Plant 0108,1.0,1,491,518,53484,725,494,77859
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00877 Plant 0109 Plant 0109/18-02-2019 -- 14.51.58,815_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00877 Plant 0109 Plant 0109/18-02-2019 -- 14.51.58,815_Cam_03.png",B3,Plant 0109,1.0,1,441,573,72347,478,638,54996
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00878 Plant 0110 Plant 0110/18-02-2019 -- 14.52.05,667_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00878 Plant 0110 Plant 0110/18-02-2019 -- 14.52.05,667_Cam_03.png",B3,Plant 0110,3.0,0,178,230,8687,600,317,10326
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00879 Plant 0111 Plant 0111/18-02-2019 -- 14.52.12,435_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00879 Plant 0111 Plant 0111/18-02-2019 -- 14.52.12,435_Cam_03.png",B3,Plant 0111,3.0,0,360,424,22077,264,294,5924
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00880 Plant 0112 Plant 0112/18-02-2019 -- 14.52.18,549_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00880 Plant 0112 Plant 0112/18-02-2019 -- 14.52.18,549_Cam_03.png",B3,Plant 0112,1.0,1,567,583,43579,621,571,33524
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00881 Plant 0113 Plant 0113/18-02-2019 -- 14.52.24,365_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00881 Plant 0113 Plant 0113/18-02-2019 -- 14.52.24,365_Cam_03.png",B3,Plant 0113,1.0,1,531,523,51790,647,429,37763
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00882 Plant 0114 Plant 0114/18-02-2019 -- 14.52.30,037_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00882 Plant 0114 Plant 0114/18-02-2019 -- 14.52.30,037_Cam_03.png",B3,Plant 0114,1.0,1,540,636,74783,546,614,25436
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00883 Plant 0115 Plant 0115/18-02-2019 -- 14.52.37,577_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00883 Plant 0115 Plant 0115/18-02-2019 -- 14.52.37,577_Cam_03.png",B3,Plant 0115,1.0,1,527,609,50040,605,601,71784
2,2,2,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00884 Plant 0116 Plant 0116/18-02-2019 -- 14.52.43,276_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00884 Plant 0116 Plant 0116/18-02-2019 -- 14.52.43,276_Cam_03.png",B3,Plant 0116,2.0,1,391,420,23164,548,511,40731
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00885 Plant 0117 Plant 0117/18-02-2019 -- 14.53.14,179_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00885 Plant 0117 Plant 0117/18-02-2019 -- 14.53.14,179_Cam_03.png",B3,Plant 0117,1.0,1,496,546,61749,518,665,45532
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00886 Plant 0118 Plant 0118/18-02-2019 -- 14.53.23,272_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00886 Plant 0118 Plant 0118/18-02-2019 -- 14.53.23,272_Cam_03.png",B3,Plant 0118,1.0,1,419,526,44030,483,484,38869
1,1,1,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00887 Plant 0119 Plant 0119/18-02-2019 -- 14.53.28,523_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00887 Plant 0119 Plant 0119/18-02-2019 -- 14.53.28,523_Cam_03.png",B3,Plant 0119,1.25,1,434,547,29786,647,572,31623
3,3,2,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00888 Plant 0120 Plant 0120/18-02-2019 -- 14.53.35,136_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00888 Plant 0120 Plant 0120/18-02-2019 -- 14.53.35,136_Cam_03.png",B3,Plant 0120,2.75,0,333,422,21540,456,495,20989
2,2,2,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00889 Plant 0121 Plant 0121/18-02-2019 -- 14.53.41,364_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00889 Plant 0121 Plant 0121/18-02-2019 -- 14.53.41,364_Cam_03.png",B3,Plant 0121,2.25,0,246,438,24330,565,610,16315
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00890 Plant 0122 Plant 0122/18-02-2019 -- 14.53.47,015_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00890 Plant 0122 Plant 0122/18-02-2019 -- 14.53.47,015_Cam_03.png",B3,Plant 0122,1.0,1,464,533,47969,534,569,32027
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00891 Plant 0123 Plant 0123/18-02-2019 -- 14.53.52,765_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00891 Plant 0123 Plant 0123/18-02-2019 -- 14.53.52,765_Cam_03.png",B3,Plant 0123,1.0,1,451,592,60507,685,702,65948
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00892 Plant 0124 Plant 0124/18-02-2019 -- 14.53.58,172_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00892 Plant 0124 Plant 0124/18-02-2019 -- 14.53.58,172_Cam_03.png",B3,Plant 0124,1.0,1,374,668,73459,525,797,68175
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00893 Plant 0125 Plant 0125/18-02-2019 -- 14.54.04,413_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00893 Plant 0125 Plant 0125/18-02-2019 -- 14.54.04,413_Cam_03.png",B3,Plant 0125,3.0,0,87,247,8839,386,317,10249
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00894 Plant 0126 Plant 0126/18-02-2019 -- 14.54.09,638_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B3/00894 Plant 0126 Plant 0126/18-02-2019 -- 14.54.09,638_Cam_03.png",B3,Plant 0126,3.0,0,194,344,8723,453,480,10890
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00897 Plant 0000 Plant 0000/18-02-2019 -- 15.00.24,695_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00897 Plant 0000 Plant 0000/18-02-2019 -- 15.00.24,695_Cam_03.png",B4,Plant 0000,3.0,0,119,252,9161,442,354,13860
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00898 Plant 0001 Plant 0001/18-02-2019 -- 15.00.37,502_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00898 Plant 0001 Plant 0001/18-02-2019 -- 15.00.37,502_Cam_03.png",B4,Plant 0001,3.0,0,157,299,6135,350,295,18914
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00899 Plant 0002 Plant 0002/18-02-2019 -- 15.00.44,708_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00899 Plant 0002 Plant 0002/18-02-2019 -- 15.00.44,708_Cam_03.png",B4,Plant 0002,1.0,1,342,477,43240,583,306,26074
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00900 Plant 0003 Plant 0003/18-02-2019 -- 15.00.50,015_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00900 Plant 0003 Plant 0003/18-02-2019 -- 15.00.50,015_Cam_03.png",B4,Plant 0003,4.0,0,68,230,8208,287,375,8405
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00901 Plant 0004 Plant 0004/18-02-2019 -- 15.00.55,986_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00901 Plant 0004 Plant 0004/18-02-2019 -- 15.00.55,986_Cam_03.png",B4,Plant 0004,1.0,1,451,557,64002,607,675,84551
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00902 Plant 0005 Plant 0005/18-02-2019 -- 15.01.01,371_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00902 Plant 0005 Plant 0005/18-02-2019 -- 15.01.01,371_Cam_03.png",B4,Plant 0005,1.0,1,481,460,32959,423,636,55381
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00903 Plant 0006 Plant 0006/18-02-2019 -- 15.01.06,785_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00903 Plant 0006 Plant 0006/18-02-2019 -- 15.01.06,785_Cam_03.png",B4,Plant 0006,1.0,1,565,652,52211,675,725,95174
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00904 Plant 0007 Plant 0007/18-02-2019 -- 15.01.11,715_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00904 Plant 0007 Plant 0007/18-02-2019 -- 15.01.11,715_Cam_03.png",B4,Plant 0007,4.0,0,99,243,8739,364,334,13595
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00905 Plant 0008 Plant 0008/18-02-2019 -- 15.01.17,143_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00905 Plant 0008 Plant 0008/18-02-2019 -- 15.01.17,143_Cam_03.png",B4,Plant 0008,1.0,1,631,494,45437,505,827,92663
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00906 Plant 0009 Plant 0009/18-02-2019 -- 15.01.22,192_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B4/00906 Plant 0009 Plant 0009/18-02-2019 -- 15.01.22,192_Cam_03.png",B4,Plant 0009,4.0,0,94,109,3832,487,326,16649
