Expert 1,Expert 2,Expert 3,Expert 4,color_cam_path,side_cam_path,Rfid,Pos
3,3,3,3,"A4/00385 Plant 0124 Plant 0124/18-02-2019 -- 12.29.06,277_Cam_06.png","A4/00385 Plant 0124 Plant 0124/18-02-2019 -- 12.29.06,277_Cam_03.png",A4,Plant 0124
2,2,3,3,"A4/00386 Plant 0125 Plant 0125/18-02-2019 -- 12.29.12,689_Cam_06.png","A4/00386 Plant 0125 Plant 0125/18-02-2019 -- 12.29.12,689_Cam_03.png",A4,Plant 0125
3,3,3,3,"A6/00008 Plant 0000 Plant 0000/18-02-2019 -- 10.17.49,404_Cam_06.png","A6/00008 Plant 0000 Plant 0000/18-02-2019 -- 10.17.49,404_Cam_03.png",A6,Plant 0000
4,4,4,4,"A6/00009 Plant 0001 Plant 0001/18-02-2019 -- 10.20.01,229_Cam_06.png","A6/00009 Plant 0001 Plant 0001/18-02-2019 -- 10.20.01,229_Cam_03.png",A6,Plant 0001
3,3,3,3,"A6/00010 Plant 0002 Plant 0002/18-02-2019 -- 10.20.55,065_Cam_06.png","A6/00010 Plant 0002 Plant 0002/18-02-2019 -- 10.20.55,065_Cam_03.png",A6,Plant 0002
1,1,1,1,"A6/00011 Plant 0003 Plant 0003/18-02-2019 -- 10.21.28,606_Cam_06.png","A6/00011 Plant 0003 Plant 0003/18-02-2019 -- 10.21.28,606_Cam_03.png",A6,Plant 0003
1,1,1,1,"A6/00012 Plant 0004 Plant 0004/18-02-2019 -- 10.22.03,802_Cam_06.png","A6/00012 Plant 0004 Plant 0004/18-02-2019 -- 10.22.03,802_Cam_03.png",A6,Plant 0004
1,1,1,1,"A6/00013 Plant 0005 Plant 0005/18-02-2019 -- 10.24.31,724_Cam_06.png","A6/00013 Plant 0005 Plant 0005/18-02-2019 -- 10.24.31,724_Cam_03.png",A6,Plant 0005
1,1,1,1,"A6/00014 Plant 0006 Plant 0006/18-02-2019 -- 10.26.00,549_Cam_06.png","A6/00014 Plant 0006 Plant 0006/18-02-2019 -- 10.26.00,549_Cam_03.png",A6,Plant 0006
1,1,1,1,"A6/00015 Plant 0007 Plant 0007/18-02-2019 -- 10.27.12,729_Cam_06.png","A6/00015 Plant 0007 Plant 0007/18-02-2019 -- 10.27.12,729_Cam_03.png",A6,Plant 0007
3,3,3,3,"A6/00016 Plant 0008 Plant 0008/18-02-2019 -- 10.27.43,274_Cam_06.png","A6/00016 Plant 0008 Plant 0008/18-02-2019 -- 10.27.43,274_Cam_03.png",A6,Plant 0008
3,3,3,3,"A6/00017 Plant 0009 Plant 0009/18-02-2019 -- 10.28.26,753_Cam_06.png","A6/00017 Plant 0009 Plant 0009/18-02-2019 -- 10.28.26,753_Cam_03.png",A6,Plant 0009
1,1,1,1,"A6/00018 Plant 0010 Plant 0010/18-02-2019 -- 10.28.49,564_Cam_06.png","A6/00018 Plant 0010 Plant 0010/18-02-2019 -- 10.28.49,564_Cam_03.png",A6,Plant 0010
1,1,1,1,"A6/00019 Plant 0011 Plant 0011/18-02-2019 -- 10.30.04,271_Cam_06.png","A6/00019 Plant 0011 Plant 0011/18-02-2019 -- 10.30.04,271_Cam_03.png",A6,Plant 0011
1,1,1,1,"A6/00020 Plant 0012 Plant 0012/18-02-2019 -- 10.30.38,156_Cam_06.png","A6/00020 Plant 0012 Plant 0012/18-02-2019 -- 10.30.38,156_Cam_03.png",A6,Plant 0012
1,1,1,1,"A6/00021 Plant 0013 Plant 0013/18-02-2019 -- 10.31.03,469_Cam_06.png","A6/00021 Plant 0013 Plant 0013/18-02-2019 -- 10.31.03,469_Cam_03.png",A6,Plant 0013
3,3,3,3,"A6/00022 Plant 0014 Plant 0014/18-02-2019 -- 10.31.27,131_Cam_06.png","A6/00022 Plant 0014 Plant 0014/18-02-2019 -- 10.31.27,131_Cam_03.png",A6,Plant 0014
1,1,1,1,"A6/00023 Plant 0015 Plant 0015/18-02-2019 -- 10.31.49,897_Cam_06.png","A6/00023 Plant 0015 Plant 0015/18-02-2019 -- 10.31.49,897_Cam_03.png",A6,Plant 0015
2,1,2,3,"A6/00024 Plant 0016 Plant 0016/18-02-2019 -- 10.34.31,117_Cam_06.png","A6/00024 Plant 0016 Plant 0016/18-02-2019 -- 10.34.31,117_Cam_03.png",A6,Plant 0016
1,1,1,1,"A6/00025 Plant 0017 Plant 0017/18-02-2019 -- 10.35.27,750_Cam_06.png","A6/00025 Plant 0017 Plant 0017/18-02-2019 -- 10.35.27,750_Cam_03.png",A6,Plant 0017
1,1,1,1,"A6/00026 Plant 0018 Plant 0018/18-02-2019 -- 10.35.50,287_Cam_06.png","A6/00026 Plant 0018 Plant 0018/18-02-2019 -- 10.35.50,287_Cam_03.png",A6,Plant 0018
2,1,2,2,"A6/00027 Plant 0019 Plant 0019/18-02-2019 -- 10.36.00,706_Cam_06.png","A6/00027 Plant 0019 Plant 0019/18-02-2019 -- 10.36.00,706_Cam_03.png",A6,Plant 0019
1,1,1,1,"A6/00028 Plant 0020 Plant 0020/18-02-2019 -- 10.36.10,877_Cam_06.png","A6/00028 Plant 0020 Plant 0020/18-02-2019 -- 10.36.10,877_Cam_03.png",A6,Plant 0020
1,1,1,1,"A6/00029 Plant 0021 Plant 0021/18-02-2019 -- 10.36.39,555_Cam_06.png","A6/00029 Plant 0021 Plant 0021/18-02-2019 -- 10.36.39,555_Cam_03.png",A6,Plant 0021
3,3,3,3,"A6/00030 Plant 0022 Plant 0022/18-02-2019 -- 10.36.54,758_Cam_06.png","A6/00030 Plant 0022 Plant 0022/18-02-2019 -- 10.36.54,758_Cam_03.png",A6,Plant 0022
3,3,3,3,"A6/00031 Plant 0023 Plant 0023/18-02-2019 -- 10.37.04,210_Cam_06.png","A6/00031 Plant 0023 Plant 0023/18-02-2019 -- 10.37.04,210_Cam_03.png",A6,Plant 0023
1,1,1,1,"A6/00032 Plant 0024 Plant 0024/18-02-2019 -- 10.37.14,313_Cam_06.png","A6/00032 Plant 0024 Plant 0024/18-02-2019 -- 10.37.14,313_Cam_03.png",A6,Plant 0024
2,1,1,1,"A6/00033 Plant 0025 Plant 0025/18-02-2019 -- 10.37.22,927_Cam_06.png","A6/00033 Plant 0025 Plant 0025/18-02-2019 -- 10.37.22,927_Cam_03.png",A6,Plant 0025
1,1,1,1,"A6/00034 Plant 0026 Plant 0026/18-02-2019 -- 10.37.32,496_Cam_06.png","A6/00034 Plant 0026 Plant 0026/18-02-2019 -- 10.37.32,496_Cam_03.png",A6,Plant 0026
3,1,2,3,"A6/00035 Plant 0027 Plant 0027/18-02-2019 -- 10.37.52,031_Cam_06.png","A6/00035 Plant 0027 Plant 0027/18-02-2019 -- 10.37.52,031_Cam_03.png",A6,Plant 0027
1,1,1,1,"A6/00036 Plant 0028 Plant 0028/18-02-2019 -- 10.38.04,322_Cam_06.png","A6/00036 Plant 0028 Plant 0028/18-02-2019 -- 10.38.04,322_Cam_03.png",A6,Plant 0028
3,3,3,3,"A6/00037 Plant 0029 Plant 0029/18-02-2019 -- 10.38.17,075_Cam_06.png","A6/00037 Plant 0029 Plant 0029/18-02-2019 -- 10.38.17,075_Cam_03.png",A6,Plant 0029
1,1,1,1,"A6/00038 Plant 0030 Plant 0030/18-02-2019 -- 10.38.29,800_Cam_06.png","A6/00038 Plant 0030 Plant 0030/18-02-2019 -- 10.38.29,800_Cam_03.png",A6,Plant 0030
1,1,1,1,"A6/00039 Plant 0031 Plant 0031/18-02-2019 -- 10.38.47,359_Cam_06.png","A6/00039 Plant 0031 Plant 0031/18-02-2019 -- 10.38.47,359_Cam_03.png",A6,Plant 0031
3,1,1,1,"A6/00040 Plant 0032 Plant 0032/18-02-2019 -- 10.39.58,629_Cam_06.png","A6/00040 Plant 0032 Plant 0032/18-02-2019 -- 10.39.58,629_Cam_03.png",A6,Plant 0032
3,3,3,3,"A6/00041 Plant 0033 Plant 0033/18-02-2019 -- 10.40.12,270_Cam_06.png","A6/00041 Plant 0033 Plant 0033/18-02-2019 -- 10.40.12,270_Cam_03.png",A6,Plant 0033
1,1,1,1,"A6/00042 Plant 0034 Plant 0034/18-02-2019 -- 10.40.26,677_Cam_06.png","A6/00042 Plant 0034 Plant 0034/18-02-2019 -- 10.40.26,677_Cam_03.png",A6,Plant 0034
2,1,1,1,"A6/00043 Plant 0035 Plant 0035/18-02-2019 -- 10.40.36,006_Cam_06.png","A6/00043 Plant 0035 Plant 0035/18-02-2019 -- 10.40.36,006_Cam_03.png",A6,Plant 0035
1,1,1,1,"A6/00044 Plant 0036 Plant 0036/18-02-2019 -- 10.41.00,761_Cam_06.png","A6/00044 Plant 0036 Plant 0036/18-02-2019 -- 10.41.00,761_Cam_03.png",A6,Plant 0036
3,1,1,1,"A6/00045 Plant 0037 Plant 0037/18-02-2019 -- 10.41.21,202_Cam_06.png","A6/00045 Plant 0037 Plant 0037/18-02-2019 -- 10.41.21,202_Cam_03.png",A6,Plant 0037
1,1,1,1,"A6/00046 Plant 0038 Plant 0038/18-02-2019 -- 10.41.29,077_Cam_06.png","A6/00046 Plant 0038 Plant 0038/18-02-2019 -- 10.41.29,077_Cam_03.png",A6,Plant 0038
3,1,2,1,"A6/00047 Plant 0039 Plant 0039/18-02-2019 -- 10.41.36,976_Cam_06.png","A6/00047 Plant 0039 Plant 0039/18-02-2019 -- 10.41.36,976_Cam_03.png",A6,Plant 0039
1,1,2,1,"A6/00048 Plant 0040 Plant 0040/18-02-2019 -- 10.41.43,047_Cam_06.png","A6/00048 Plant 0040 Plant 0040/18-02-2019 -- 10.41.43,047_Cam_03.png",A6,Plant 0040
4,4,4,4,"A6/00049 Plant 0041 Plant 0041/18-02-2019 -- 10.41.50,516_Cam_06.png","A6/00049 Plant 0041 Plant 0041/18-02-2019 -- 10.41.50,516_Cam_03.png",A6,Plant 0041
1,1,1,1,"A6/00050 Plant 0042 Plant 0042/18-02-2019 -- 10.42.28,125_Cam_06.png","A6/00050 Plant 0042 Plant 0042/18-02-2019 -- 10.42.28,125_Cam_03.png",A6,Plant 0042
1,1,1,1,"A6/00051 Plant 0043 Plant 0043/18-02-2019 -- 10.42.35,823_Cam_06.png","A6/00051 Plant 0043 Plant 0043/18-02-2019 -- 10.42.35,823_Cam_03.png",A6,Plant 0043
2,1,2,2,"A6/00052 Plant 0044 Plant 0044/18-02-2019 -- 10.42.42,284_Cam_06.png","A6/00052 Plant 0044 Plant 0044/18-02-2019 -- 10.42.42,284_Cam_03.png",A6,Plant 0044
1,1,1,1,"A6/00053 Plant 0045 Plant 0045/18-02-2019 -- 10.42.48,587_Cam_06.png","A6/00053 Plant 0045 Plant 0045/18-02-2019 -- 10.42.48,587_Cam_03.png",A6,Plant 0045
1,1,2,1,"A6/00054 Plant 0046 Plant 0046/18-02-2019 -- 10.42.54,772_Cam_06.png","A6/00054 Plant 0046 Plant 0046/18-02-2019 -- 10.42.54,772_Cam_03.png",A6,Plant 0046
1,1,1,1,"A6/00055 Plant 0047 Plant 0047/18-02-2019 -- 10.43.00,862_Cam_06.png","A6/00055 Plant 0047 Plant 0047/18-02-2019 -- 10.43.00,862_Cam_03.png",A6,Plant 0047
3,3,3,3,"A6/00056 Plant 0048 Plant 0048/18-02-2019 -- 10.43.07,077_Cam_06.png","A6/00056 Plant 0048 Plant 0048/18-02-2019 -- 10.43.07,077_Cam_03.png",A6,Plant 0048
3,4,4,4,"A6/00057 Plant 0049 Plant 0049/18-02-2019 -- 10.43.12,855_Cam_06.png","A6/00057 Plant 0049 Plant 0049/18-02-2019 -- 10.43.12,855_Cam_03.png",A6,Plant 0049
1,1,1,1,"A6/00058 Plant 0050 Plant 0050/18-02-2019 -- 10.43.19,012_Cam_06.png","A6/00058 Plant 0050 Plant 0050/18-02-2019 -- 10.43.19,012_Cam_03.png",A6,Plant 0050
3,3,3,3,"A6/00059 Plant 0051 Plant 0051/18-02-2019 -- 10.43.27,234_Cam_06.png","A6/00059 Plant 0051 Plant 0051/18-02-2019 -- 10.43.27,234_Cam_03.png",A6,Plant 0051
1,1,1,1,"A6/00060 Plant 0052 Plant 0052/18-02-2019 -- 10.43.33,985_Cam_06.png","A6/00060 Plant 0052 Plant 0052/18-02-2019 -- 10.43.33,985_Cam_03.png",A6,Plant 0052
1,1,1,1,"A6/00061 Plant 0053 Plant 0053/18-02-2019 -- 10.43.56,553_Cam_06.png","A6/00061 Plant 0053 Plant 0053/18-02-2019 -- 10.43.56,553_Cam_03.png",A6,Plant 0053
1,1,1,1,"A6/00062 Plant 0054 Plant 0054/18-02-2019 -- 10.44.03,481_Cam_06.png","A6/00062 Plant 0054 Plant 0054/18-02-2019 -- 10.44.03,481_Cam_03.png",A6,Plant 0054
1,1,1,1,"A6/00063 Plant 0055 Plant 0055/18-02-2019 -- 10.44.08,609_Cam_06.png","A6/00063 Plant 0055 Plant 0055/18-02-2019 -- 10.44.08,609_Cam_03.png",A6,Plant 0055
1,1,1,1,"A6/00064 Plant 0056 Plant 0056/18-02-2019 -- 10.44.14,516_Cam_06.png","A6/00064 Plant 0056 Plant 0056/18-02-2019 -- 10.44.14,516_Cam_03.png",A6,Plant 0056
1,1,2,1,"A6/00065 Plant 0057 Plant 0057/18-02-2019 -- 10.44.20,247_Cam_06.png","A6/00065 Plant 0057 Plant 0057/18-02-2019 -- 10.44.20,247_Cam_03.png",A6,Plant 0057
4,4,4,4,"A6/00066 Plant 0058 Plant 0058/18-02-2019 -- 10.44.26,809_Cam_06.png","A6/00066 Plant 0058 Plant 0058/18-02-2019 -- 10.44.26,809_Cam_03.png",A6,Plant 0058
1,1,2,1,"A6/00067 Plant 0059 Plant 0059/18-02-2019 -- 10.44.33,512_Cam_06.png","A6/00067 Plant 0059 Plant 0059/18-02-2019 -- 10.44.33,512_Cam_03.png",A6,Plant 0059
2,3,2,2,"A6/00068 Plant 0060 Plant 0060/18-02-2019 -- 10.44.40,138_Cam_06.png","A6/00068 Plant 0060 Plant 0060/18-02-2019 -- 10.44.40,138_Cam_03.png",A6,Plant 0060
3,3,3,3,"A6/00069 Plant 0061 Plant 0061/18-02-2019 -- 10.44.47,391_Cam_06.png","A6/00069 Plant 0061 Plant 0061/18-02-2019 -- 10.44.47,391_Cam_03.png",A6,Plant 0061
3,3,3,3,"A6/00070 Plant 0062 Plant 0062/18-02-2019 -- 10.44.55,446_Cam_06.png","A6/00070 Plant 0062 Plant 0062/18-02-2019 -- 10.44.55,446_Cam_03.png",A6,Plant 0062
2,2,2,2,"A6/00071 Plant 0063 Plant 0063/18-02-2019 -- 10.45.21,416_Cam_06.png","A6/00071 Plant 0063 Plant 0063/18-02-2019 -- 10.45.21,416_Cam_03.png",A6,Plant 0063
4,4,4,4,"A6/00072 Plant 0064 Plant 0064/18-02-2019 -- 10.45.33,117_Cam_06.png","A6/00072 Plant 0064 Plant 0064/18-02-2019 -- 10.45.33,117_Cam_03.png",A6,Plant 0064
1,1,1,1,"A6/00073 Plant 0065 Plant 0065/18-02-2019 -- 10.45.38,701_Cam_06.png","A6/00073 Plant 0065 Plant 0065/18-02-2019 -- 10.45.38,701_Cam_03.png",A6,Plant 0065
3,3,3,3,"A6/00074 Plant 0066 Plant 0066/18-02-2019 -- 10.45.45,087_Cam_06.png","A6/00074 Plant 0066 Plant 0066/18-02-2019 -- 10.45.45,087_Cam_03.png",A6,Plant 0066
1,1,1,1,"A6/00075 Plant 0067 Plant 0067/18-02-2019 -- 10.45.53,305_Cam_06.png","A6/00075 Plant 0067 Plant 0067/18-02-2019 -- 10.45.53,305_Cam_03.png",A6,Plant 0067
2,2,3,3,"A6/00076 Plant 0068 Plant 0068/18-02-2019 -- 10.45.59,626_Cam_06.png","A6/00076 Plant 0068 Plant 0068/18-02-2019 -- 10.45.59,626_Cam_03.png",A6,Plant 0068
1,1,2,1,"A6/00077 Plant 0069 Plant 0069/18-02-2019 -- 10.46.06,865_Cam_06.png","A6/00077 Plant 0069 Plant 0069/18-02-2019 -- 10.46.06,865_Cam_03.png",A6,Plant 0069
1,1,1,1,"A6/00078 Plant 0070 Plant 0070/18-02-2019 -- 10.46.17,892_Cam_06.png","A6/00078 Plant 0070 Plant 0070/18-02-2019 -- 10.46.17,892_Cam_03.png",A6,Plant 0070
1,1,3,3,"A6/00079 Plant 0071 Plant 0071/18-02-2019 -- 10.46.25,322_Cam_06.png","A6/00079 Plant 0071 Plant 0071/18-02-2019 -- 10.46.25,322_Cam_03.png",A6,Plant 0071
4,4,4,4,"A6/00080 Plant 0072 Plant 0072/18-02-2019 -- 10.46.30,311_Cam_06.png","A6/00080 Plant 0072 Plant 0072/18-02-2019 -- 10.46.30,311_Cam_03.png",A6,Plant 0072
3,3,1,3,"A6/00081 Plant 0073 Plant 0073/18-02-2019 -- 10.46.37,257_Cam_06.png","A6/00081 Plant 0073 Plant 0073/18-02-2019 -- 10.46.37,257_Cam_03.png",A6,Plant 0073
1,1,1,1,"A6/00082 Plant 0074 Plant 0074/18-02-2019 -- 10.47.08,939_Cam_06.png","A6/00082 Plant 0074 Plant 0074/18-02-2019 -- 10.47.08,939_Cam_03.png",A6,Plant 0074
4,4,4,4,"A6/00083 Plant 0075 Plant 0075/18-02-2019 -- 10.47.17,154_Cam_06.png","A6/00083 Plant 0075 Plant 0075/18-02-2019 -- 10.47.17,154_Cam_03.png",A6,Plant 0075
1,1,1,1,"A6/00084 Plant 0076 Plant 0076/18-02-2019 -- 10.47.24,238_Cam_06.png","A6/00084 Plant 0076 Plant 0076/18-02-2019 -- 10.47.24,238_Cam_03.png",A6,Plant 0076
1,1,1,1,"A6/00085 Plant 0077 Plant 0077/18-02-2019 -- 10.47.31,702_Cam_06.png","A6/00085 Plant 0077 Plant 0077/18-02-2019 -- 10.47.31,702_Cam_03.png",A6,Plant 0077
4,4,4,4,"A6/00086 Plant 0078 Plant 0078/18-02-2019 -- 10.47.38,674_Cam_06.png","A6/00086 Plant 0078 Plant 0078/18-02-2019 -- 10.47.38,674_Cam_03.png",A6,Plant 0078
1,1,1,1,"A6/00087 Plant 0079 Plant 0079/18-02-2019 -- 10.47.46,015_Cam_06.png","A6/00087 Plant 0079 Plant 0079/18-02-2019 -- 10.47.46,015_Cam_03.png",A6,Plant 0079
1,1,1,1,"A6/00088 Plant 0080 Plant 0080/18-02-2019 -- 10.47.53,243_Cam_06.png","A6/00088 Plant 0080 Plant 0080/18-02-2019 -- 10.47.53,243_Cam_03.png",A6,Plant 0080
3,3,3,3,"A6/00089 Plant 0081 Plant 0081/18-02-2019 -- 10.48.00,585_Cam_06.png","A6/00089 Plant 0081 Plant 0081/18-02-2019 -- 10.48.00,585_Cam_03.png",A6,Plant 0081
4,4,4,4,"A6/00090 Plant 0082 Plant 0082/18-02-2019 -- 10.48.07,229_Cam_06.png","A6/00090 Plant 0082 Plant 0082/18-02-2019 -- 10.48.07,229_Cam_03.png",A6,Plant 0082
1,2,2,2,"A6/00091 Plant 0083 Plant 0083/18-02-2019 -- 10.48.14,654_Cam_06.png","A6/00091 Plant 0083 Plant 0083/18-02-2019 -- 10.48.14,654_Cam_03.png",A6,Plant 0083
3,3,3,3,"A6/00092 Plant 0084 Plant 0084/18-02-2019 -- 10.48.36,898_Cam_06.png","A6/00092 Plant 0084 Plant 0084/18-02-2019 -- 10.48.36,898_Cam_03.png",A6,Plant 0084
1,1,1,1,"A6/00093 Plant 0085 Plant 0085/18-02-2019 -- 10.48.44,262_Cam_06.png","A6/00093 Plant 0085 Plant 0085/18-02-2019 -- 10.48.44,262_Cam_03.png",A6,Plant 0085
2,2,2,2,"A6/00094 Plant 0086 Plant 0086/18-02-2019 -- 10.48.52,612_Cam_06.png","A6/00094 Plant 0086 Plant 0086/18-02-2019 -- 10.48.52,612_Cam_03.png",A6,Plant 0086
1,1,1,1,"A6/00095 Plant 0087 Plant 0087/18-02-2019 -- 10.48.59,581_Cam_06.png","A6/00095 Plant 0087 Plant 0087/18-02-2019 -- 10.48.59,581_Cam_03.png",A6,Plant 0087
1,1,1,1,"A6/00096 Plant 0088 Plant 0088/18-02-2019 -- 10.49.06,433_Cam_06.png","A6/00096 Plant 0088 Plant 0088/18-02-2019 -- 10.49.06,433_Cam_03.png",A6,Plant 0088
3,3,3,3,"A6/00097 Plant 0089 Plant 0089/18-02-2019 -- 10.49.13,230_Cam_06.png","A6/00097 Plant 0089 Plant 0089/18-02-2019 -- 10.49.13,230_Cam_03.png",A6,Plant 0089
1,1,2,1,"A6/00098 Plant 0090 Plant 0090/18-02-2019 -- 10.49.22,162_Cam_06.png","A6/00098 Plant 0090 Plant 0090/18-02-2019 -- 10.49.22,162_Cam_03.png",A6,Plant 0090
2,2,3,2,"A6/00099 Plant 0091 Plant 0091/18-02-2019 -- 10.49.31,869_Cam_06.png","A6/00099 Plant 0091 Plant 0091/18-02-2019 -- 10.49.31,869_Cam_03.png",A6,Plant 0091
1,1,2,1,"A6/00100 Plant 0092 Plant 0092/18-02-2019 -- 10.49.39,575_Cam_06.png","A6/00100 Plant 0092 Plant 0092/18-02-2019 -- 10.49.39,575_Cam_03.png",A6,Plant 0092
1,1,1,1,"A6/00101 Plant 0093 Plant 0093/18-02-2019 -- 10.49.46,782_Cam_06.png","A6/00101 Plant 0093 Plant 0093/18-02-2019 -- 10.49.46,782_Cam_03.png",A6,Plant 0093
4,4,4,4,"A6/00102 Plant 0094 Plant 0094/18-02-2019 -- 10.49.53,246_Cam_06.png","A6/00102 Plant 0094 Plant 0094/18-02-2019 -- 10.49.53,246_Cam_03.png",A6,Plant 0094
2,1,2,1,"A6/00103 Plant 0095 Plant 0095/18-02-2019 -- 10.50.17,449_Cam_06.png","A6/00103 Plant 0095 Plant 0095/18-02-2019 -- 10.50.17,449_Cam_03.png",A6,Plant 0095
1,1,1,1,"A6/00104 Plant 0096 Plant 0096/18-02-2019 -- 10.50.24,835_Cam_06.png","A6/00104 Plant 0096 Plant 0096/18-02-2019 -- 10.50.24,835_Cam_03.png",A6,Plant 0096
1,1,1,1,"A6/00105 Plant 0097 Plant 0097/18-02-2019 -- 10.50.33,836_Cam_06.png","A6/00105 Plant 0097 Plant 0097/18-02-2019 -- 10.50.33,836_Cam_03.png",A6,Plant 0097
1,1,1,1,"A6/00106 Plant 0098 Plant 0098/18-02-2019 -- 10.50.48,449_Cam_06.png","A6/00106 Plant 0098 Plant 0098/18-02-2019 -- 10.50.48,449_Cam_03.png",A6,Plant 0098
1,1,2,1,"A6/00107 Plant 0099 Plant 0099/18-02-2019 -- 10.50.55,988_Cam_06.png","A6/00107 Plant 0099 Plant 0099/18-02-2019 -- 10.50.55,988_Cam_03.png",A6,Plant 0099
1,1,1,1,"A6/00108 Plant 0100 Plant 0100/18-02-2019 -- 10.51.03,183_Cam_06.png","A6/00108 Plant 0100 Plant 0100/18-02-2019 -- 10.51.03,183_Cam_03.png",A6,Plant 0100
1,1,1,1,"A6/00109 Plant 0101 Plant 0101/18-02-2019 -- 10.51.10,326_Cam_06.png","A6/00109 Plant 0101 Plant 0101/18-02-2019 -- 10.51.10,326_Cam_03.png",A6,Plant 0101
1,1,2,3,"A6/00110 Plant 0102 Plant 0102/18-02-2019 -- 10.51.18,914_Cam_06.png","A6/00110 Plant 0102 Plant 0102/18-02-2019 -- 10.51.18,914_Cam_03.png",A6,Plant 0102
1,1,1,1,"A6/00111 Plant 0103 Plant 0103/18-02-2019 -- 10.51.26,164_Cam_06.png","A6/00111 Plant 0103 Plant 0103/18-02-2019 -- 10.51.26,164_Cam_03.png",A6,Plant 0103
1,1,2,2,"A6/00112 Plant 0104 Plant 0104/18-02-2019 -- 10.51.33,105_Cam_06.png","A6/00112 Plant 0104 Plant 0104/18-02-2019 -- 10.51.33,105_Cam_03.png",A6,Plant 0104
1,1,1,1,"A6/00113 Plant 0105 Plant 0105/18-02-2019 -- 10.51.56,757_Cam_06.png","A6/00113 Plant 0105 Plant 0105/18-02-2019 -- 10.51.56,757_Cam_03.png",A6,Plant 0105
3,3,3,3,"A6/00114 Plant 0106 Plant 0106/18-02-2019 -- 10.52.05,055_Cam_06.png","A6/00114 Plant 0106 Plant 0106/18-02-2019 -- 10.52.05,055_Cam_03.png",A6,Plant 0106
3,3,3,3,"A6/00115 Plant 0107 Plant 0107/18-02-2019 -- 10.52.11,437_Cam_06.png","A6/00115 Plant 0107 Plant 0107/18-02-2019 -- 10.52.11,437_Cam_03.png",A6,Plant 0107
3,3,3,3,"A6/00116 Plant 0108 Plant 0108/18-02-2019 -- 10.52.18,364_Cam_06.png","A6/00116 Plant 0108 Plant 0108/18-02-2019 -- 10.52.18,364_Cam_03.png",A6,Plant 0108
1,1,2,1,"A6/00117 Plant 0109 Plant 0109/18-02-2019 -- 10.52.25,299_Cam_06.png","A6/00117 Plant 0109 Plant 0109/18-02-2019 -- 10.52.25,299_Cam_03.png",A6,Plant 0109
3,3,1,3,"A6/00118 Plant 0110 Plant 0110/18-02-2019 -- 10.52.32,054_Cam_06.png","A6/00118 Plant 0110 Plant 0110/18-02-2019 -- 10.52.32,054_Cam_03.png",A6,Plant 0110
2,2,2,2,"A6/00119 Plant 0111 Plant 0111/18-02-2019 -- 10.52.38,827_Cam_06.png","A6/00119 Plant 0111 Plant 0111/18-02-2019 -- 10.52.38,827_Cam_03.png",A6,Plant 0111
1,1,1,1,"A6/00120 Plant 0112 Plant 0112/18-02-2019 -- 10.52.45,266_Cam_06.png","A6/00120 Plant 0112 Plant 0112/18-02-2019 -- 10.52.45,266_Cam_03.png",A6,Plant 0112
1,1,1,1,"A6/00121 Plant 0113 Plant 0113/18-02-2019 -- 10.52.51,945_Cam_06.png","A6/00121 Plant 0113 Plant 0113/18-02-2019 -- 10.52.51,945_Cam_03.png",A6,Plant 0113
1,1,1,1,"A6/00122 Plant 0114 Plant 0114/18-02-2019 -- 10.52.58,885_Cam_06.png","A6/00122 Plant 0114 Plant 0114/18-02-2019 -- 10.52.58,885_Cam_03.png",A6,Plant 0114
4,4,4,4,"A6/00123 Plant 0115 Plant 0115/18-02-2019 -- 10.53.05,691_Cam_06.png","A6/00123 Plant 0115 Plant 0115/18-02-2019 -- 10.53.05,691_Cam_03.png",A6,Plant 0115
2,2,3,2,"A6/00124 Plant 0116 Plant 0116/18-02-2019 -- 10.53.41,478_Cam_06.png","A6/00124 Plant 0116 Plant 0116/18-02-2019 -- 10.53.41,478_Cam_03.png",A6,Plant 0116
3,3,3,3,"A6/00125 Plant 0117 Plant 0117/18-02-2019 -- 10.53.57,076_Cam_06.png","A6/00125 Plant 0117 Plant 0117/18-02-2019 -- 10.53.57,076_Cam_03.png",A6,Plant 0117
1,1,1,1,"A6/00126 Plant 0118 Plant 0118/18-02-2019 -- 10.54.06,866_Cam_06.png","A6/00126 Plant 0118 Plant 0118/18-02-2019 -- 10.54.06,866_Cam_03.png",A6,Plant 0118
1,1,1,1,"A6/00127 Plant 0119 Plant 0119/18-02-2019 -- 10.54.12,947_Cam_06.png","A6/00127 Plant 0119 Plant 0119/18-02-2019 -- 10.54.12,947_Cam_03.png",A6,Plant 0119
3,3,3,3,"A6/00128 Plant 0120 Plant 0120/18-02-2019 -- 10.54.19,346_Cam_06.png","A6/00128 Plant 0120 Plant 0120/18-02-2019 -- 10.54.19,346_Cam_03.png",A6,Plant 0120
1,1,1,1,"A6/00129 Plant 0121 Plant 0121/18-02-2019 -- 10.54.29,072_Cam_06.png","A6/00129 Plant 0121 Plant 0121/18-02-2019 -- 10.54.29,072_Cam_03.png",A6,Plant 0121
1,1,2,1,"A6/00130 Plant 0122 Plant 0122/18-02-2019 -- 10.54.36,112_Cam_06.png","A6/00130 Plant 0122 Plant 0122/18-02-2019 -- 10.54.36,112_Cam_03.png",A6,Plant 0122
